#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2662288	381290	66144	237859	211247	-	-	Atp2b4	Atp6v1f	Pmca4	1110004G16Rik	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.689	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9D1K2	-	NP_079657	-	-	-	-	-	-	Mus musculus	Mus musculus
2662750	381290	69305	237859	213348	-	-	Atp2b4	Dcps	Pmca4	1700001E16Rik|AA408441	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9DAR7	-	NP_081306	-	-	-	-	-	-	Mus musculus	Mus musculus
2662819	381290	13383	237859	199228	-	-	Atp2b4	Dlg1	Pmca4	B130052P05Rik|Dlgh1|E-dlg/SAP97|SAP-97|SAP97|mKIAA4187	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.805	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q811D0	E9Q9H0|H7BWY4|D3Z3B8|Q3UP61	NP_001239365|NP_001239364|NP_031888|NP_001239363|NP_001239362	-	-	-	-	-	-	Mus musculus	Mus musculus
2663342	381290	76238	237859	218043	-	RP23-218A4.1	Atp2b4	Grhpr	Pmca4	1110059D05Rik|6430629L09Rik	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.803	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q91Z53	Q3T9Z2	NP_525028|NP_001299809	-	-	-	-	-	-	Mus musculus	Mus musculus
2663874	381290	70456	237859	214064	-	-	Atp2b4	Mpc2	Pmca4	0610006C01Rik|2010002I07Rik|2610205H19Rik|AA108335|Brp44|ESTM43	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.854	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9D023	-	NP_081706	-	-	-	-	-	-	Mus musculus	Mus musculus
2664695	381290	57296	237859	208250	-	-	Atp2b4	Psmd8	Pmca4	6720456J22Rik|AA407360|AL033291|AL033322|AL033323|C76433	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.713	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9CX56	Q9CPS5	NP_080821	-	-	-	-	-	-	Mus musculus	Mus musculus
2665453	381290	67815	237859	212457	-	RP23-81P12.5	Atp2b4	Sec14l2	Pmca4	1300013M05Rik|Spf|TAP	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.833	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q99J08	-	NP_653103	-	-	-	-	-	-	Mus musculus	Mus musculus
2665737	381290	20916	237859	203570	-	-	Atp2b4	Sucla2	Pmca4	4930547K18Rik	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.757	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9Z2I9	-	NP_035636	-	-	-	-	-	-	Mus musculus	Mus musculus
2667060	14871	381290	200102	237859	-	-	Gstt1	Atp2b4	AI255817|Gstt1-1	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8005	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q64471	Q9DCY6	NP_032211	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2667061	19266	381290	202495	237859	RP23-461M2.1	-	Ptprd	Atp2b4	1110002J03Rik|3000002J10Rik|B230219D21Rik|R-PTP-delta	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8255	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q64487	B9EJA3	NP_035341	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2667062	52892	381290	206870	237859	RP23-67J22.1	-	Sco1	Atp2b4	2610001C07Rik|D11Bwg1310e	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7625	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q5SUC9	-	NP_001035115	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2667063	22627	381290	204619	237859	RP23-78H4.1	-	Ywhae	Atp2b4	AU019196	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7865	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P62259	Q5SS40	NP_033562	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2671097	381290	69225	237859	213302	-	-	Atp2b4	Carkd	Pmca4	0710008K08Rik|2810407E01Rik	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7545	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9CZ42	J3QN06|K3W4M4|J3QMM7	NP_081271|NP_001280590|NP_001177286	-	-	-	-	-	-	Mus musculus	Mus musculus
2675232	381290	66072	237859	211194	-	-	Atp2b4	Sdhaf2	Pmca4	0610038F07Rik|AA407634|AW049997	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.748	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q8C6I2	-	NP_079609	-	-	-	-	-	-	Mus musculus	Mus musculus
2678005	381290	74125	237859	216510	-	-	Atp2b4	Armc8	Pmca4	1200015K23Rik|Gid5|HSPC056	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.882	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	Q9DBR3	G3X920	NP_083044|NP_001159610	-	-	-	-	-	-	Mus musculus	Mus musculus
2678125	238055	381290	231944	237859	mCG_129875	-	Apob	Atp2b4	AI315052|Apo B-100|apob-100|apob-48	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.782	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	E9Q414	-	NP_033823	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2678126	12386	381290	198511	237859	-	-	Ctnna2	Atp2b4	AI481747|Catna|Catna2|cdf|chp	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.78	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q61301	-	NP_033949|NP_663785|NP_001103234	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2678127	338352	381290	237208	237859	-	-	Nell1	Atp2b4	B230343H07Rik|l7R6	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.858	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q2VWQ2	-	NP_001032995	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2678128	271564	381290	234844	237859	-	-	Vps13a	Atp2b4	4930425F11|4930516E05Rik|4930543C13Rik|9930023P20|Chac|Chorein|D330038K10Rik|mKIAA0986	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.793	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q5H8C4	Q6P6M9	NP_766616	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2678129	228994	381290	230804	237859	RP23-359C15.7	-	Ythdf1	Atp2b4	2210410K23Rik|8030473O16	Pmca4	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.861	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P59326	-	NP_776122	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2766056	20648	381290	203382	237859	RP23-192L3.1	-	Snta1	Atp2b4	AW228934|Snt1	Pmca4	Affinity Capture-Western	physical	Williams JC (2006)	PUBMED:16735509	10090	10090	Low Throughput	-	-	-	-	BIOGRID	-	Q3UVD6|A2AKD7	NP_033254	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
2766057	18125	381290	201805	237859	-	-	Nos1	Atp2b4	2310005C01Rik|NO|NOS-I|Nos-1|bNOS|nNOS	Pmca4	Affinity Capture-Western	physical	Williams JC (2006)	PUBMED:16735509	10090	10090	Low Throughput	-	-	-	-	BIOGRID	Q9Z0J4	F8WGF2	NP_032738	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
3406538	72512	381290	215410	237859	-	-	Tmem173	Atp2b4	2610307O08Rik|ERIS|MPYS|Mita|STING	Pmca4	Proximity Label-MS	physical	Motani K (2020)	PUBMED:32554809	10090	10090	High Throughput	-	-	TurboID fused-STING, peptides were filtered at a false discovery rate (FDR) of 1%.	-	BIOGRID	Q3TBT3	-	NP_001276520|NP_001276521|NP_082537	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
3411010	11793	381290	198146	237859	-	-	Atg5	Atp2b4	2010107M05Rik|3110067M24Rik|AW319544|Apg5l|Atg5l|C88337|Paddy	Pmca4	Affinity Capture-MS	physical	Baines K (2022)	PUBMED:35449600	10090	10090	Low Throughput	-	-	-	-	BIOGRID	Q99J83	-	NP_444299	-	F7AAP4|E9Q828|D1FNM8|D1FNM9|Q32ME1|Q6Q477|Q3UPA8	NP_998781|NP_001161421	-	-	-	-	-	-	Mus musculus	Mus musculus
