#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
677924	9839	9759	115175	115106	HRIHFB2411	-	ZEB2	HDAC4	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	Affinity Capture-Western	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	P56524	Q86YH7	NP_001365345|NP_001365343|NP_006028|NP_001365344|NP_001365346	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677926	9839	8535	115175	114105	HRIHFB2411	-	ZEB2	CBX4	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	NBP16|PC2	Reconstituted Complex	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	O00257	-	NP_003646	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677928	8535	9839	114105	115175	-	HRIHFB2411	CBX4	ZEB2	NBP16|PC2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-Western	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00257	-	NP_003646	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677929	8535	9839	114105	115175	-	HRIHFB2411	CBX4	ZEB2	NBP16|PC2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Biochemical Activity	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	Sumoylation	-	-	BIOGRID	O00257	-	NP_003646	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677930	7329	9839	113177	115175	LA16c-358B7.1	HRIHFB2411	UBE2I	ZEB2	C358B7.1|P18|UBC9	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Biochemical Activity	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	Sumoylation	-	-	BIOGRID	P63279	B0QYN7|A8K503	NP_003336|NP_919236|NP_919237|NP_919235	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677931	4088	9839	110263	115175	-	HRIHFB2411	SMAD3	ZEB2	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-Western	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P84022	Q9P0T0|A0A024R5Z3	NP_001138576|NP_001138574|NP_001138575|NP_005893	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
677932	9839	4088	115175	110263	HRIHFB2411	-	ZEB2	SMAD3	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	Affinity Capture-Western	physical	Long J (2005)	PUBMED:16061479	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	P84022	Q9P0T0|A0A024R5Z3	NP_001138576|NP_001138574|NP_001138575|NP_005893	-	-	-	-	-	-	Homo sapiens	Homo sapiens
739842	9839	351	115175	106848	HRIHFB2411	-	ZEB2	APP	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Olah J (2011)	PUBMED:21832049	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
833750	4093	9839	110268	115175	RP11-421P11.9	HRIHFB2411	SMAD9	ZEB2	MADH6|MADH9|PPH2|SMAD8|SMAD8A|SMAD8B	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Two-hybrid	physical	Colland F (2004)	PUBMED:15231748	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15198	A0A024RDR3	NP_005896|NP_001120689	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
834123	4088	9839	110263	115175	-	HRIHFB2411	SMAD3	ZEB2	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Two-hybrid	physical	Colland F (2004)	PUBMED:15231748	9606	9606	High Throughput	-	-	-	-	BIOGRID	P84022	Q9P0T0|A0A024R5Z3	NP_001138576|NP_001138574|NP_001138575|NP_005893	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
834238	4087	9839	110262	115175	-	HRIHFB2411	SMAD2	ZEB2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Two-hybrid	physical	Colland F (2004)	PUBMED:15231748	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15796	B7Z5N5|Q53XR6	NP_001003652|NP_001129409|NP_005892	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
834309	4086	9839	110261	115175	-	HRIHFB2411	SMAD1	ZEB2	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Two-hybrid	physical	Colland F (2004)	PUBMED:15231748	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15797	-	NP_001003688|NP_005891	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
863280	6657	9839	112540	115175	-	HRIHFB2411	SOX2	ZEB2	ANOP3|MCOPS3	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Cox JL (2013)	PUBMED:23667531	9606	9606	High Throughput	-	-	-	-	BIOGRID	P48431	-	NP_003097	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
951237	1487	9839	107869	115175	-	HRIHFB2411	CTBP1	ZEB2	BARS	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Two-hybrid	physical	Corominas R (2014)	PUBMED:24722188	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1051336	7538	9839	113370	115175	-	HRIHFB2411	ZFP36	ZEB2	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-RNA	physical	Kang JG (2011)	PUBMED:21784977	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P26651	M0QY76	NP_003398	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194068	1487	9839	107869	115175	-	HRIHFB2411	CTBP1	ZEB2	BARS	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999448	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999448, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1506610	8463	9839	114041	115175	-	HRIHFB2411	TEAD2	ZEB2	ETF|TEAD-2|TEF-4|TEF4	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q15562	A0A024QZE2	NP_001243588|NP_001243589|NP_001243591|NP_001243590|NP_001243587|NP_003589	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2201456	9839	4086	115175	110261	HRIHFB2411	-	ZEB2	SMAD1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	Affinity Capture-Western	physical	Weng Q (2012)	PUBMED:22365546	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q15797	-	NP_001003688|NP_005891	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2201457	2033	9839	108347	115175	RP1-85F18.1	HRIHFB2411	EP300	ZEB2	KAT3B|RSTS2|p300	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-Western	physical	Weng Q (2012)	PUBMED:22365546	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q09472	Q7Z6C1	NP_001349772|NP_001420	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2220257	1487	9839	107869	115175	-	HRIHFB2411	CTBP1	ZEB2	BARS	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.99999908	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.99999908, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2530494	2146	9839	108446	115175	-	HRIHFB2411	EZH2	ZEB2	ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Oliviero G (2016)	PUBMED:27634302	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15910	S4S3R8	NP_694543|NP_001190176|NP_004447|NP_001190178|NP_001190177	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2564655	25962	9839	117452	115175	MSTP054	HRIHFB2411	KIAA1429	ZEB2	fSAP121	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-RNA	physical	Yue Y (2018)	PUBMED:29507755	9606	9606	High Throughput	-	-	The RNA of the 'hit' genes was identified in an RIP-seq (RNA immunoprecipitation sequencing) experiment using the 'bait' protein, VIRMA.	-	BIOGRID	Q69YN4	-	NP_056311|NP_892121	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2615121	55294	9839	120581	115175	-	HRIHFB2411	FBXW7	ZEB2	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-Western	physical	Li N (2019)	PUBMED:30783098	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2615123	9839	55294	115175	120581	HRIHFB2411	-	ZEB2	FBXW7	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	Affinity Capture-Western	physical	Li N (2019)	PUBMED:30783098	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2622979	81545	9839	123513	115175	SP329	HRIHFB2411	FBXO38	ZEB2	Fbx38|HMN2D|MOKA	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Proximity Label-MS	physical	Georges A (2019)	PUBMED:30804394	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q6PIJ6	Q6AZE0	NP_110420|NP_001258652	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2692381	1487	9839	107869	115175	-	HRIHFB2411	CTBP1	ZEB2	BARS	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-Western	physical	van Grunsven LA (2003)	PUBMED:12714599	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2818425	6829	9839	112697	115175	-	HRIHFB2411	SUPT5H	ZEB2	SPT5|SPT5H|Tat-CT1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Proximity Label-MS	physical	Youn JY (2018)	PUBMED:29395067	9606	9606	Low Throughput	-	-	BioID|High confidence interactions had a SAINTexpress score or AvgP >= 0.95.	-	BIOGRID	O00267	-	NP_001104490|NP_001124296|NP_001124297|NP_003160|NP_001306919|NP_001306920	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2831811	10112	9839	115418	115175	-	HRIHFB2411	KIF20A	ZEB2	MKLP2|RAB6KIFL	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95235	-	NP_005724	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2934716	8451	9839	114029	115175	RP11-391H12.1	HRIHFB2411	CUL4A	ZEB2	-	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Minor MM (2020)	PUBMED:32235678	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13619	B2RBV7	NP_001341868|NP_001265443|NP_001341869|NP_001341871|NP_001341867|NP_001265442|NP_001008895|NP_003580|NP_001341870	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2955272	23586	9839	117121	115175	RP11-334P12.2	HRIHFB2411	DDX58	ZEB2	RIG-I|RIGI|RLR-1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-RNA	physical	Wu SF (2020)	PUBMED:32513696	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95786	-	NP_001372842|NP_001372843|NP_001372841|NP_001372836|NP_055129|NP_001372839|NP_001372838	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2972598	4591	9839	110678	115175	-	HRIHFB2411	TRIM37	ZEB2	MUL|POB1|TEF3	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Proximity Label-MS	physical	Yeow ZY (2020)	PUBMED:32908313	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94972	A8K8U4|A8K0V9|F8WEE6	NP_001005207|NP_056109|NP_001307918|NP_001307919|NP_001340012|NP_001340014|NP_001340015|NP_001340013|NP_001340011|NP_001307916|NP_001307917	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2982737	10849	9839	116060	115175	-	HRIHFB2411	CD3EAP	ZEB2	ASE-1|ASE1|CAST|PAF49	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	20.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	O15446	-	NP_036231|NP_001284519	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3115009	1487	9839	107869	115175	-	HRIHFB2411	CTBP1	ZEB2	BARS	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999956	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999956, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312212	8450	9839	114028	115175	-	HRIHFB2411	CUL4B	ZEB2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-Western	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312224	9839	1642	115175	108009	HRIHFB2411	-	ZEB2	DDB1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q16531	-	NP_001914	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312225	9839	8450	115175	114028	HRIHFB2411	-	ZEB2	CUL4B	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312226	9839	9112	115175	114562	HRIHFB2411	-	ZEB2	MTA1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	-	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q13330	Q9BRL8	NP_004680|NP_001190187	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312227	9839	9219	115175	114652	HRIHFB2411	-	ZEB2	MTA2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	MTA1L1|PID	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	O94776	A0A024R534	NP_001317221|NP_004730	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312228	9839	3065	115175	109315	HRIHFB2411	RP4-811H24.2	ZEB2	HDAC1	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q13547	Q6IT96	NP_004955	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312229	9839	3066	115175	109316	HRIHFB2411	-	ZEB2	HDAC2	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	HD2|RPD3|YAF1	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	Q92769	-	NP_001518	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312230	9839	8841	115175	114368	HRIHFB2411	-	ZEB2	HDAC3	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	HD3|RPD3|RPD3-2	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60315	-	NP_055610|NP_001165124	O15379	-	NP_003874	-	-	-	-	-	-	Homo sapiens	Homo sapiens
